job_aptitude_exam,same_industry,unexcused_absences,hs_gpa,good_behavior,high_school,enrolled_late,instructor,sensitive_01,sensitive_02,sensitive_03,sensitive_04,sensitive_05,sensitive_06,sensitive_07,sensitive_08,sensitive_09,sensitive_10,sensitive_11,sensitive_12,sensitive_13,sensitive_14,sensitive_15,sensitive_17,sensitive_18,sensitive_19,sensitive_20,sensitive_22,sensitive_23,sensitive_24,sensitive_25
86.0,0,1,3.136,0.0,369,0,inst_6,-0.79,1.06,0.36,0.31,0,1,-0.1,-1.16,-0.98,,2.03,1.54,-2.19,-7.867839999999998,0,0,0,-0.6,1,1,0.94,0,0.05
104.0,0,2,2.819,,413,0,inst_2,-0.29,-0.69,-0.62,0.94,0,0,1.21,-1.35,1.45,0.0,0.57,-0.67,0.52,0.4658800000000001,0,0,0,-0.54,0,0,-0.37,1,1.04
90.0,0,5,2.396,0.0,399,0,inst_5,0.15,0.52,-0.8,-2.26,0,0,-0.16,0.44,0.56,,-0.84,0.26,1.12,1.6835200000000001,1,0,1,0.55,0,1,-1.34,1,-0.61
106.0,0,1,2.9560000000000004,0.0,396,0,inst_6,-0.77,0.81,0.74,-0.56,0,0,-1.05,0.7,1.07,,0.15,-0.47,0.75,1.217,0,1,1,0.15,1,0,1.11,1,0.06
88.0,0,1,3.124,,70,0,inst_6,-0.01,-0.07,2.02,-1.71,1,1,1.2,-0.15,-1.45,,-0.12,-2.31,0.78,1.4367200000000002,1,0,0,-0.7,0,1,-0.98,1,1.0
85.0,0,1,3.434,0.0,92,0,inst_2,1.54,0.67,-1.96,-0.49,1,1,1.34,0.65,0.24,,-1.21,-0.21,-0.88,-4.02192,0,0,0,-0.62,1,0,-0.18,1,1.76
103.0,0,1,3.3080000000000003,0.0,11,0,inst_5,1.69,0.5,1.45,-0.59,0,0,-0.15,0.02,1.67,0.0,-0.67,-0.99,1.74,4.75592,1,0,0,-0.71,1,0,0.95,0,0.02
90.0,0,0,3.326,,278,0,inst_2,-0.58,-0.27,0.39,-0.93,1,1,-0.61,0.27,-0.2,,0.46,0.02,1.02,2.39252,0,1,1,-0.29,0,1,0.81,1,-0.45
80.0,0,1,3.806,0.0,76,0,inst_11,0.92,-0.77,0.16,0.95,0,1,-0.31,1.31,-0.67,1.0,-0.08,0.1,0.63,1.39778,1,1,1,0.75,0,0,-0.64,0,-1.04
101.0,0,2,3.345,0.0,198,0,inst_2,-0.81,0.14,0.21,-0.66,1,0,0.26,-0.18,0.13,,-0.46,0.16,2.69,7.998050000000001,1,0,1,0.8,1,0,2.52,0,-0.33
106.0,0,2,2.8760000000000003,0.0,53,0,inst_9,0.93,-2.05,0.72,-0.22,1,0,-0.48,-1.26,0.95,,-1.54,-0.29,0.17,-0.51108,0,0,1,1.64,1,0,1.29,0,0.3
104.0,0,1,2.377,1.0,126,0,inst_4,-1.0,0.61,0.89,-0.38,0,0,1.04,-0.05,0.01,,0.28,-0.58,-0.23,-1.54671,0,0,1,0.23,0,1,-0.62,0,0.16
86.0,0,1,3.438,0.0,231,0,inst_4,0.03,0.47,-0.54,1.05,0,0,-0.09,-0.51,-0.43,,0.71,-0.69,-1.92,-7.6009600000000015,1,1,0,0.0,1,0,1.13,1,0.6
68.0,0,0,2.278,0.0,33,0,inst_6,-0.7,2.31,-1.57,1.35,1,0,0.64,-1.13,1.26,0.0,1.09,-1.14,0.12,-0.72664,1,0,1,-0.02,1,0,-0.83,0,0.17
105.0,0,1,2.721,0.0,126,0,inst_5,0.37,1.24,0.16,-1.35,1,0,0.39,1.84,0.45,,1.58,-0.09,-0.79,-3.1495900000000003,1,1,1,1.37,0,1,0.52,1,-0.37
101.0,0,1,2.98,,35,0,inst_8,0.53,-0.26,0.12,-0.65,1,0,2.32,2.11,1.3,1.0,1.19,-0.42,0.08,-0.7616,1,1,1,1.15,0,1,0.8,1,1.26
93.0,0,4,1.19,1.0,389,0,inst_3,0.28,-0.26,-0.48,-0.7,0,1,-1.47,0.51,-0.48,1.0,0.24,-0.09,-0.08,-1.0952,0,0,0,1.1,1,0,0.22,0,0.15
91.0,0,2,2.623,,292,0,,0.56,0.04,0.12,-0.68,0,0,0.07,0.48,0.07,0.0,0.9,-2.2,0.23,-0.3967099999999999,1,1,0,0.17,1,0,-0.34,1,-0.56
85.0,0,0,3.254,0.0,151,0,inst_4,-1.42,0.51,-0.39,0.1,1,0,-0.81,1.37,1.49,1.0,-0.68,-0.13,-1.01,-4.2865400000000005,0,0,1,-0.57,1,0,1.19,1,0.02
84.0,0,1,2.972,0.0,95,0,inst_5,1.01,-0.99,0.24,1.8,0,0,0.84,1.01,-0.29,,-0.08,-0.9,0.24,-0.2867200000000001,0,0,1,-1.35,1,0,0.23,0,-0.63
92.0,0,1,3.671,0.0,210,0,inst_7,0.09,0.96,-0.78,0.68,1,0,0.9,-2.1,-0.82,,-0.22,-1.68,0.38,0.3949799999999999,0,1,0,-2.03,1,0,-1.58,1,1.7
97.0,0,2,3.221,0.0,327,0,inst_2,0.51,0.05,1.01,0.78,1,0,0.49,0.4,-0.01,,0.86,-0.86,-0.46,-2.48166,0,0,0,0.13,1,1,0.32,0,1.63
91.0,0,0,2.937,,428,0,inst_1,-0.82,-2.47,0.77,0.05,0,0,-1.85,-0.85,-0.31,,0.15,1.3,-0.26,-1.76362,1,0,1,0.56,0,0,0.59,0,1.02
101.0,0,1,3.304,0.0,266,0,inst_9,-1.3,-0.13,-0.0,1.29,1,1,1.62,-0.41,0.31,,1.08,-0.72,-0.17,-1.56168,1,0,1,-1.27,1,1,0.41,0,0.32
82.0,0,5,3.307,1.0,249,0,inst_6,-0.23,-0.34,0.15,-0.12,0,0,-0.49,-0.08,-0.47,,0.3,0.57,-0.46,-2.52122,0,1,1,-0.11,1,0,-0.79,1,-0.06
115.0,0,2,3.5660000000000003,1.0,302,0,inst_9,-1.35,0.23,-1.83,-0.89,1,1,0.66,0.11,0.23,,1.65,-0.24,0.33,0.17677999999999994,1,1,0,0.65,1,1,0.34,0,-1.59
79.0,0,2,3.2060000000000004,0.0,120,0,inst_4,0.16,-0.04,-0.59,-1.3,1,1,0.2,-0.14,-0.94,1.0,0.78,0.16,0.29,-0.0702600000000001,0,0,1,-2.48,1,0,-0.92,1,-0.7
90.0,0,5,2.396,0.0,399,0,inst_5,0.15,0.52,-0.8,-2.26,0,0,-0.16,0.44,0.56,,-0.84,0.26,1.12,1.6835200000000001,1,0,1,0.55,0,1,-1.34,1,-0.61
115.0,0,0,3.669,1.0,264,0,inst_5,-1.21,-0.74,-0.43,0.92,1,1,-1.0,-0.01,1.01,1.0,-0.79,-4.0,-0.06,-1.22014,0,0,0,0.56,0,1,0.12,1,-0.18
86.0,0,1,3.136,0.0,369,0,inst_6,-0.79,1.06,0.36,0.31,0,1,-0.1,-1.16,-0.98,,2.03,1.54,-2.19,-7.867839999999998,0,0,0,-0.6,1,1,0.94,0,0.05
87.0,1,1,2.577,1.0,339,0,inst_6,1.75,0.92,0.32,-0.07,0,1,0.55,1.48,0.01,0.0,-0.63,0.39,0.78,1.0100600000000002,1,1,0,0.77,0,1,1.27,0,0.85
73.0,0,1,3.835,0.0,187,0,inst_9,-0.29,-2.42,-0.3,-0.56,1,1,-1.43,-0.22,-1.01,1.0,0.59,0.24,-0.68,-3.6078,0,1,1,0.98,0,0,0.03,0,1.71
92.0,0,1,3.671,0.0,210,0,inst_7,0.09,0.96,-0.78,0.68,1,0,0.9,-2.1,-0.82,,-0.22,-1.68,0.38,0.3949799999999999,0,1,0,-2.03,1,0,-1.58,1,1.7
105.0,0,0,3.362,0.0,104,0,inst_4,-1.0,1.11,-1.13,0.82,1,1,1.03,0.14,1.18,,-1.92,0.66,0.95,2.1939,0,1,1,1.36,1,1,-3.19,0,1.44
94.0,0,1,3.1180000000000003,0.0,169,0,inst_5,-1.39,-1.2,-0.71,0.02,1,0,0.91,-0.05,-0.43,,-0.71,-1.46,-1.02,-4.18036,0,1,1,-1.49,1,0,-0.78,1,2.46
91.0,0,2,3.047,1.0,100,0,inst_5,0.19,-0.47,-1.84,-1.62,0,1,-1.02,0.91,2.13,,-0.17,0.08,0.89,1.71183,1,0,1,-0.26,1,1,-0.97,1,-0.25
104.0,0,2,2.819,,413,0,inst_2,-0.29,-0.69,-0.62,0.94,0,0,1.21,-1.35,1.45,0.0,0.57,-0.67,0.52,0.4658800000000001,0,0,0,-0.54,0,0,-0.37,1,1.04
82.0,0,1,3.1060000000000003,0.0,212,0,inst_4,1.37,0.11,-0.74,-0.91,0,0,0.5,0.2,0.03,,-0.3,0.57,1.2,2.7272,0,0,0,-2.18,0,1,-0.06,1,-0.57
74.0,0,3,3.187,,149,0,inst_3,1.56,0.8,-0.4,0.23,0,0,-0.48,0.44,-0.72,1.0,-0.86,-0.77,-2.67,-9.50929,1,1,0,0.1,1,0,-0.1,1,-0.82
74.0,0,3,3.187,,149,0,inst_3,1.56,0.8,-0.4,0.23,0,0,-0.48,0.44,-0.72,1.0,-0.86,-0.77,-2.67,-9.50929,1,1,0,0.1,1,0,-0.1,1,-0.82
106.0,0,2,3.431,,62,0,inst_4,-0.32,1.66,-0.24,0.14,1,1,0.8,0.93,-0.64,,-0.28,0.43,-0.68,-3.3330800000000003,1,0,1,2.7,0,0,1.73,0,-1.46
95.0,0,0,3.273,0.0,48,0,inst_2,-0.82,-0.03,-0.1,-0.4,0,0,0.93,-0.7,0.31,0.0,0.61,0.68,2.7,7.837100000000001,0,1,1,-1.5,1,1,1.13,0,0.83
102.0,0,1,3.468,0.0,401,0,inst_6,-1.75,1.03,0.02,-0.04,1,0,0.85,-0.3,1.42,1.0,0.96,1.15,0.23,-0.20235999999999998,1,0,1,0.12,1,1,-0.24,0,-0.09
116.0,0,3,3.116,0.0,7,0,inst_5,0.4,-0.26,1.88,0.26,1,1,-0.35,0.49,-0.74,,-0.17,-2.05,-0.0,-1.0,1,1,1,-0.56,1,0,-1.46,1,-2.01
110.0,0,0,3.658,1.0,279,1,inst_1,0.66,0.25,1.84,0.47,1,0,-1.19,-0.36,-0.14,,-0.81,0.09,-0.28,-2.0242400000000003,0,1,1,1.87,0,0,-0.65,0,0.13
80.0,0,2,2.74,1.0,83,0,inst_2,0.98,-0.94,0.44,-0.54,1,0,0.56,0.52,1.56,0.0,1.19,0.38,1.08,1.9592000000000005,1,1,0,0.93,1,0,1.13,1,-0.14
100.0,0,1,2.877,,189,0,inst_5,1.6,0.91,1.83,-1.47,0,0,-0.6,0.59,0.44,,0.63,-0.02,0.39,0.12202999999999985,1,0,1,2.05,1,1,-1.21,0,2.09
100.0,0,0,3.234,0.0,78,0,inst_5,0.11,0.85,0.1,-1.59,0,0,-0.66,-0.79,1.65,1.0,-0.02,-1.0,-1.02,-4.29868,0,0,0,0.33,1,0,0.58,1,0.08
97.0,0,3,3.0860000000000003,0.0,161,0,inst_2,0.97,-0.17,1.08,-0.34,1,1,-0.38,0.4,-0.96,,0.56,-0.35,0.2,-0.3828,1,1,1,1.62,1,0,-0.26,1,0.09
97.0,0,0,3.783,1.0,20,0,inst_8,1.08,0.6,1.33,0.14,1,0,-0.94,0.72,-0.62,,0.54,0.72,0.41,0.5510299999999999,1,0,0,0.53,1,0,-0.22,0,-0.38
90.0,0,6,2.949,1.0,441,0,inst_2,-0.96,-0.89,-0.44,0.32,1,1,0.34,1.17,0.98,0.0,0.47,-2.11,-0.5,-2.4745,1,0,1,0.57,1,0,1.52,0,-1.96
79.0,0,1,3.59,0.0,126,0,inst_2,0.62,0.0,0.91,-1.25,1,1,-1.06,0.26,-0.15,,1.93,2.19,0.39,0.4000999999999999,1,0,0,-0.29,0,1,0.67,1,0.65
103.0,0,4,3.2430000000000003,1.0,276,0,inst_4,0.04,-0.43,-1.87,0.6,0,0,-0.9,0.55,0.09,0.0,0.57,1.05,0.01,-0.96757,1,0,0,0.21,0,1,1.23,0,-0.72
92.0,0,0,2.922,0.0,2,0,inst_3,-0.95,-1.0,0.11,0.14,1,0,-0.68,-0.24,-0.4,0.0,0.51,0.14,-2.73,-8.977060000000002,0,1,0,0.51,0,1,0.43,0,-1.27
96.0,0,0,3.338,,176,0,,-0.33,-0.49,-0.68,1.59,0,1,1.33,-0.78,1.6,,0.54,1.52,-1.55,-6.1739000000000015,1,1,1,0.9,1,1,0.56,1,0.19
91.0,0,1,3.663,1.0,315,0,inst_2,2.08,0.26,0.43,0.34,1,1,-0.08,0.04,0.62,1.0,-2.5,-0.81,1.06,2.88278,1,0,0,-0.42,0,1,0.52,1,-1.15
96.0,0,1,3.091,0.0,187,0,inst_3,-1.59,-0.46,1.66,-0.07,0,1,-0.26,0.69,0.89,0.0,-1.37,-0.34,1.16,2.58556,1,1,0,1.89,0,0,-1.05,0,0.18
119.0,0,2,1.497,0.0,298,0,inst_3,-0.24,1.45,1.5,-0.54,1,0,-1.6,-0.4,1.72,,0.86,1.65,-0.16,-1.2395200000000002,0,0,0,-1.75,0,1,1.06,0,0.78
68.0,0,4,2.569,,216,0,inst_4,1.1,0.98,0.76,-1.2,1,1,-0.25,-0.51,2.03,0.0,0.98,-0.35,-1.11,-3.8515900000000003,0,1,0,-0.97,1,1,0.68,1,1.36
87.0,0,0,3.133,,62,0,inst_7,-0.65,-0.06,0.14,-0.39,1,1,1.6,-0.03,0.82,,-1.62,1.62,0.48,0.5038399999999998,0,0,1,1.17,1,1,-0.19,1,-0.79
96.0,0,3,2.435,1.0,391,0,inst_6,-0.75,-0.18,-0.13,0.18,0,1,0.06,-1.22,-1.85,0.0,-0.63,-0.64,-0.28,-1.6818,1,1,1,1.89,1,1,2.26,0,-0.24
74.0,0,3,3.187,,149,0,inst_3,1.56,0.8,-0.4,0.23,0,0,-0.48,0.44,-0.72,1.0,-0.86,-0.77,-2.67,-9.50929,1,1,0,0.1,1,0,-0.1,1,-0.82
88.0,0,0,2.818,0.0,211,0,inst_4,0.16,1.22,0.73,-0.44,0,0,-0.48,0.4,0.16,,1.8,1.24,-0.78,-3.19804,0,1,0,-0.34,1,0,-0.1,0,1.38
102.0,0,2,2.541,1.0,144,0,inst_6,-1.06,1.29,2.87,-1.8,1,0,-0.71,0.81,-0.16,,1.73,1.07,0.0,-1.0,0,0,1,-0.35,0,0,0.68,1,-1.59
93.0,0,3,2.814,0.0,91,0,,1.05,1.09,-0.17,-0.89,1,1,0.74,0.17,-1.03,,-1.39,-0.32,-1.32,-4.71448,1,1,1,-1.04,1,0,-0.23,1,-0.51
116.0,0,3,3.137,1.0,356,0,inst_4,0.11,0.09,1.39,1.47,0,1,-0.96,1.77,0.78,,0.44,-0.8,-1.17,-4.6702900000000005,1,1,1,-0.79,0,0,1.03,1,-0.43
90.0,0,1,3.638,1.0,272,0,inst_7,0.24,-1.07,0.14,-0.71,1,0,0.96,0.67,1.81,,0.2,-0.04,0.0,-1.0,1,1,0,-1.74,1,0,1.16,1,-0.44
117.0,0,0,2.905,0.0,32,0,inst_4,0.52,-0.05,0.89,1.67,0,1,1.01,0.11,1.12,,-0.17,-0.47,0.75,1.17875,1,1,0,0.45,1,0,-0.44,1,-0.1
78.0,1,2,2.948,0.0,423,0,inst_5,1.1,0.98,-1.27,0.43,0,1,-1.08,-0.19,1.81,,0.46,0.03,-1.01,-3.97748,0,1,1,-2.24,0,0,2.21,0,1.95
88.0,0,0,2.628,0.0,390,0,inst_7,0.1,0.74,0.75,1.35,1,0,-2.08,0.37,-0.3,,0.76,0.45,-0.66,-2.7344800000000005,1,1,0,1.95,0,1,1.35,0,0.26
92.0,0,0,2.922,0.0,2,0,inst_3,-0.95,-1.0,0.11,0.14,1,0,-0.68,-0.24,-0.4,0.0,0.51,0.14,-2.73,-8.977060000000002,0,1,0,0.51,0,1,0.43,0,-1.27
104.0,0,0,1.704,0.0,311,0,inst_7,-0.93,1.8,0.19,0.06,1,0,0.38,-0.15,2.04,0.0,0.01,-1.59,-0.74,-2.26096,0,0,1,0.64,0,1,0.71,1,-0.47
112.0,0,0,3.06,0.0,213,0,inst_3,1.21,-0.19,0.19,0.25,0,0,-0.69,-0.78,-0.88,0.0,-0.81,0.96,1.66,4.0796,1,1,0,-0.49,0,1,-1.15,1,-0.17
98.0,0,0,3.426,0.0,76,0,inst_4,0.5,-0.38,0.74,-1.52,0,1,1.48,-1.39,-0.87,0.0,0.79,-1.84,-2.01,-7.886259999999999,1,1,1,-1.08,1,1,0.52,1,-1.67
119.0,0,0,3.3710000000000004,,174,0,inst_6,-0.24,-0.02,-0.62,-0.3,1,0,0.55,1.16,-0.85,,-0.34,1.26,-0.05,-1.16855,0,0,0,-1.26,1,1,-1.9,0,-0.12
68.0,0,4,2.569,,216,0,inst_4,1.1,0.98,0.76,-1.2,1,1,-0.25,-0.51,2.03,0.0,0.98,-0.35,-1.11,-3.8515900000000003,0,1,0,-0.97,1,1,0.68,1,1.36
97.0,0,3,2.875,0.0,47,0,inst_6,0.86,0.07,0.87,1.16,1,1,1.07,1.11,-0.64,,-2.19,1.1,-0.66,-2.8975,1,1,0,-1.27,0,0,-0.26,1,-0.38
82.0,0,0,3.173,0.0,78,0,inst_1,0.49,0.93,-1.71,3.3,1,0,0.53,-1.7,-0.79,0.0,1.38,-1.39,-0.1,-1.3173,1,0,0,-0.79,0,1,0.28,0,-0.99
69.0,0,0,3.185,1.0,43,0,inst_6,0.85,-1.01,-0.26,0.97,0,1,2.34,-0.08,-0.8,,-0.06,-0.31,-0.56,-2.7836000000000003,0,1,0,0.23,0,0,-0.51,0,1.25
96.0,0,3,,,343,0,inst_7,-1.87,-0.43,-1.74,1.48,1,0,1.41,0.84,0.05,,-0.53,0.29,0.77,1.09517,0,0,0,-0.2,0,1,0.1,0,-0.79
91.0,0,1,3.663,1.0,315,0,inst_2,2.08,0.26,0.43,0.34,1,1,-0.08,0.04,0.62,1.0,-2.5,-0.81,1.06,2.88278,1,0,0,-0.42,0,1,0.52,1,-1.15
87.0,0,0,3.772,,92,0,inst_1,0.89,1.67,-2.03,0.85,0,1,-0.66,1.75,0.49,1.0,0.89,-0.64,0.19,-0.28332,0,0,1,-1.04,1,1,2.54,1,0.15
82.0,0,0,3.173,0.0,78,0,inst_1,0.49,0.93,-1.71,3.3,1,0,0.53,-1.7,-0.79,0.0,1.38,-1.39,-0.1,-1.3173,1,0,0,-0.79,0,1,0.28,0,-0.99
89.0,0,1,2.8280000000000003,0.0,240,0,,-0.96,0.7,-1.27,0.93,1,1,0.25,-0.36,1.44,1.0,0.78,-1.36,0.06,-0.8303200000000001,0,1,1,-1.46,0,1,1.21,1,0.84
104.0,0,0,3.583,,266,0,,0.13,-0.13,-1.45,-0.29,1,1,0.85,-0.17,-1.37,0.0,2.11,-0.25,0.3,0.07489999999999998,1,0,0,-0.35,0,1,-0.56,1,1.77
86.0,0,1,3.136,0.0,369,0,inst_6,-0.79,1.06,0.36,0.31,0,1,-0.1,-1.16,-0.98,,2.03,1.54,-2.19,-7.867839999999998,0,0,0,-0.6,1,1,0.94,0,0.05
93.0,0,1,3.026,0.0,35,0,,-0.34,0.19,0.45,0.9,0,1,-1.04,1.51,-0.38,0.0,0.26,-0.51,0.38,0.14988,1,0,1,-0.19,1,1,-0.0,1,0.06
107.0,0,0,3.519,,54,0,inst_4,-1.65,-0.7,0.5,-0.46,0,0,0.38,-0.67,1.22,,-0.81,0.09,-0.92,-4.2374800000000015,0,0,0,0.63,0,0,-0.38,0,-0.31
82.0,0,1,3.719,0.0,320,0,inst_2,0.62,0.73,0.88,-0.2,1,0,-0.13,-0.05,2.17,0.0,0.2,-0.8,-0.65,-3.41735,0,1,0,1.69,0,0,-1.99,0,0.0
98.0,0,1,3.225,1.0,127,0,inst_4,0.95,-2.47,0.44,-0.05,1,1,-1.66,-1.51,1.18,,-0.77,1.7,-0.25,-1.80625,1,1,1,0.55,1,1,0.26,0,0.89
68.0,0,0,2.278,0.0,33,0,inst_6,-0.7,2.31,-1.57,1.35,1,0,0.64,-1.13,1.26,0.0,1.09,-1.14,0.12,-0.72664,1,0,1,-0.02,1,0,-0.83,0,0.17
81.0,0,1,3.685,1.0,109,0,inst_2,-0.9,0.67,0.9,1.0,0,1,-0.23,-0.73,1.26,,0.39,0.65,0.43,0.5845499999999999,0,1,0,0.51,1,1,0.09,0,0.51
115.0,0,2,2.53,0.0,316,0,inst_3,0.82,1.42,0.9,0.07,0,0,0.06,1.59,-1.57,1.0,0.45,0.82,-1.82,-5.6046,0,0,1,-0.45,1,0,-0.09,0,-0.9
85.0,0,0,3.3280000000000003,0.0,27,0,inst_5,-0.51,-0.94,1.03,-0.95,0,0,-0.91,-0.34,-1.07,1.0,-0.78,0.91,-0.89,-3.96192,1,0,0,-0.4,1,1,0.07,1,0.47
74.0,0,3,3.187,,149,0,inst_3,1.56,0.8,-0.4,0.23,0,0,-0.48,0.44,-0.72,1.0,-0.86,-0.77,-2.67,-9.50929,1,1,0,0.1,1,0,-0.1,1,-0.82
108.0,0,0,3.141,0.0,38,0,inst_4,0.68,0.34,2.47,1.82,0,0,-0.97,-1.44,1.24,,0.33,-0.69,0.22,-0.30898000000000003,1,1,1,-1.47,0,0,-1.85,1,0.71
94.0,0,0,3.547,1.0,19,0,inst_4,1.12,-1.03,0.06,-0.42,0,0,0.4,-0.26,0.44,,0.04,-2.41,-0.78,-3.76666,1,0,1,-0.11,1,0,0.03,0,-1.62
104.0,0,3,2.229,0.0,56,0,inst_4,1.09,0.08,0.15,0.67,1,1,0.77,0.26,1.15,,0.43,1.7,-0.46,-2.0253400000000004,0,0,0,-0.07,0,1,-2.65,0,0.27
99.0,0,1,2.346,1.0,110,0,inst_1,-1.82,0.62,1.59,0.39,0,1,0.78,-1.11,0.7,,-2.09,-0.94,0.91,1.1348600000000002,0,0,1,0.79,0,0,0.37,1,1.37
89.0,0,3,2.364,0.0,158,0,inst_9,0.47,-0.81,0.88,0.19,1,0,1.81,-0.75,-1.31,1.0,-2.68,-0.88,-0.3,-1.7092,0,1,0,-0.13,0,0,0.02,1,-0.7
101.0,1,2,1.894,,24,0,inst_7,1.03,-0.61,1.4,0.95,1,0,1.1,-0.54,1.41,1.0,0.17,-0.32,0.45,-0.14770000000000005,1,0,0,-0.39,1,1,1.59,1,0.25
111.0,0,4,3.184,0.0,76,0,inst_3,0.01,-1.19,-0.91,-0.64,1,1,2.42,-0.58,-0.34,1.0,-0.93,0.47,-0.7,-3.2288,1,1,1,-1.86,0,0,0.28,1,0.65
94.0,0,0,3.276,0.0,358,0,inst_5,-0.89,0.47,-1.09,0.38,1,1,1.19,-1.02,-0.09,,-0.4,0.44,0.9,1.9484,0,1,0,0.14,1,0,1.28,0,0.35
80.0,0,2,2.74,1.0,83,0,inst_2,0.98,-0.94,0.44,-0.54,1,0,0.56,0.52,1.56,0.0,1.19,0.38,1.08,1.9592000000000005,1,1,0,0.93,1,0,1.13,1,-0.14
93.0,0,1,2.843,0.0,28,0,inst_12,1.78,-0.25,-0.83,0.41,1,0,-0.14,2.21,-0.66,1.0,-0.48,-0.01,0.75,1.13225,1,0,0,-0.95,1,1,-0.56,1,-0.35
89.0,0,0,2.7060000000000004,0.0,81,0,inst_4,-0.03,-0.57,1.37,-0.09,0,1,0.29,2.37,0.34,0.0,-0.05,0.8,1.06,1.86836,1,1,0,-0.5,0,0,-0.31,1,0.46
90.0,0,0,3.491,0.0,307,0,inst_6,2.02,0.81,0.46,0.11,0,1,0.17,1.21,-1.95,1.0,1.03,0.33,-0.04,-1.13964,1,1,0,-0.37,1,0,-0.01,0,-1.09
88.0,0,0,2.818,0.0,211,0,inst_4,0.16,1.22,0.73,-0.44,0,0,-0.48,0.4,0.16,,1.8,1.24,-0.78,-3.19804,0,1,0,-0.34,1,0,-0.1,0,1.38
93.0,0,1,3.026,0.0,35,0,,-0.34,0.19,0.45,0.9,0,1,-1.04,1.51,-0.38,0.0,0.26,-0.51,0.38,0.14988,1,0,1,-0.19,1,1,-0.0,1,0.06
95.0,0,1,3.48,0.0,277,0,inst_1,0.89,-0.85,0.73,0.64,0,1,0.72,0.73,0.28,,1.55,0.49,-0.14,-1.4872,0,0,0,-1.44,0,0,0.7,1,-1.41
106.0,0,3,2.465,,376,0,inst_4,-0.09,0.21,-0.36,-0.12,1,1,0.48,0.76,1.77,0.0,0.56,-0.24,1.77,3.3630499999999994,0,0,1,1.68,1,1,-1.24,0,-2.06
80.0,0,3,2.4090000000000003,1.0,164,0,inst_2,-0.59,2.26,1.41,-0.03,0,1,0.93,-0.83,-1.16,1.0,1.25,-0.7,0.38,-0.0845800000000001,1,0,0,1.31,0,1,-0.9,0,-1.45
88.0,0,1,2.31,0.0,324,0,inst_4,1.25,0.47,0.17,1.55,1,0,-0.23,-0.15,-3.02,1.0,-0.35,0.29,-0.04,-1.0924,0,1,1,-0.81,1,0,1.71,1,-0.3
91.0,0,1,3.438,,238,0,inst_7,0.16,1.55,1.24,1.46,0,0,-2.63,-1.61,1.51,,2.05,0.06,-0.54,-2.85652,0,1,0,0.34,0,0,-0.19,0,-0.75
104.0,0,0,3.825,0.0,92,0,inst_8,-0.37,1.24,0.21,-0.31,0,1,0.81,0.02,0.84,,-0.45,-0.81,-1.34,-6.1255000000000015,0,0,1,1.86,0,0,-0.35,1,-2.79
90.0,0,1,3.015,0.0,83,0,inst_5,0.99,0.7,-0.11,-0.38,0,0,0.51,0.33,0.28,,1.02,0.47,1.38,3.1607000000000003,0,1,1,-0.15,0,0,-0.51,0,-0.73
85.0,0,0,3.3280000000000003,0.0,27,0,inst_5,-0.51,-0.94,1.03,-0.95,0,0,-0.91,-0.34,-1.07,1.0,-0.78,0.91,-0.89,-3.96192,1,0,0,-0.4,1,1,0.07,1,0.47
75.0,0,2,3.285,0.0,9,0,inst_1,0.36,-1.07,0.98,-0.21,0,0,-0.8,-0.2,1.02,,-1.0,1.19,-0.0,-1.0,1,1,1,1.25,0,0,-0.08,1,-0.59
111.0,0,1,3.367,1.0,57,0,inst_3,0.02,0.79,-0.79,-0.85,0,1,1.43,1.31,-0.49,,-0.47,1.09,-0.99,-4.33333,0,0,1,0.51,1,1,0.25,1,-0.4
102.0,0,0,3.698,,159,0,inst_10,1.39,1.85,1.35,-0.23,0,1,-0.22,-1.16,0.11,,-0.43,-0.05,0.39,0.4422200000000001,0,0,0,-0.18,1,1,-0.26,1,-0.2
93.0,0,3,2.814,0.0,91,0,,1.05,1.09,-0.17,-0.89,1,1,0.74,0.17,-1.03,,-1.39,-0.32,-1.32,-4.71448,1,1,1,-1.04,1,0,-0.23,1,-0.51
82.0,0,1,3.238,0.0,282,0,inst_9,0.28,1.04,-1.2,1.14,1,1,1.0,-0.71,-2.08,,-0.1,-0.77,0.74,1.3961199999999998,1,1,1,0.46,0,0,-0.09,0,1.97
87.0,0,2,2.838,0.0,71,0,inst_7,0.75,0.03,-0.62,2.09,0,0,-0.2,0.3,0.89,,0.38,1.42,-0.21,-1.59598,1,1,1,-0.37,1,0,1.24,1,0.51
97.0,0,2,3.234,,73,0,inst_7,0.41,-0.6,-1.06,-0.23,0,1,1.58,0.23,-0.31,0.0,-0.65,-0.45,-0.46,-2.4876400000000003,1,0,0,-0.02,1,0,-1.18,1,-2.01
112.0,0,2,3.1660000000000004,,256,0,inst_2,0.85,0.24,-1.18,-0.68,0,1,-0.61,0.22,-1.52,1.0,0.31,-1.68,1.6,4.0656,1,0,1,-1.87,0,0,-0.45,1,0.24
96.0,0,1,3.091,0.0,187,0,inst_3,-1.59,-0.46,1.66,-0.07,0,1,-0.26,0.69,0.89,0.0,-1.37,-0.34,1.16,2.58556,1,1,0,1.89,0,0,-1.05,0,0.18
98.0,0,2,2.53,0.0,124,0,inst_4,0.19,-1.19,-1.99,-1.5,1,0,-0.96,-0.67,-1.32,,0.11,-0.08,-0.38,-1.9614,0,1,1,1.43,0,1,-0.04,0,-2.14
